Date,CLOSE,TimeGPT-lo-50,TimeGPT-lo-80,TimeGPT-lo-90,TimeGPT-hi-50,TimeGPT-hi-80,TimeGPT-hi-90
2021-06-20,261.88,260.48,259.22,258.46,263.28,264.55,265.3
2021-06-27,268.22,266.82,265.56,264.8,269.62,270.88,271.64
2021-07-04,277.47,276.07,274.81,274.05,278.87,280.13,280.89
2021-07-11,278.74,277.34,276.07,275.32,280.14,281.4,282.16
2021-07-18,278.71,277.31,276.05,275.3,280.12,281.38,282.13
2021-07-25,290.58,289.18,287.92,287.17,291.99,293.25,294.0
2021-08-01,285.97,284.57,283.31,282.55,287.37,288.64,289.39
2021-08-08,289.47,288.07,286.81,286.06,290.88,292.14,292.89
2021-08-15,293.33,291.93,290.67,289.91,294.73,295.99,296.75
2021-08-22,304.33,302.93,301.67,300.92,305.74,307.0,307.75
2021-08-29,301.48,300.07,298.81,298.06,302.88,304.14,304.89
2021-09-05,301.92,300.52,299.26,298.5,303.32,304.59,305.34
2021-09-12,295.48,294.08,292.81,292.06,296.88,298.14,298.9
2021-09-19,297.36,295.96,294.7,293.94,298.76,300.02,300.78
2021-09-26,296.4,295.0,293.73,292.98,297.8,299.06,299.82
2021-10-03,284.49,283.09,281.82,281.07,285.89,287.15,287.91
2021-10-10,294.45,293.05,291.78,291.03,295.85,297.11,297.87
2021-10-17,303.83,302.43,301.17,300.41,305.23,306.49,307.25
2021-10-24,307.96,306.56,305.3,304.54,309.36,310.62,311.38
2021-10-31,329.11,327.71,326.45,325.7,330.52,331.78,332.53
2021-11-07,341.46,340.05,338.79,338.04,342.86,344.12,344.87
2021-11-14,341.49,340.09,338.83,338.07,342.89,344.15,344.91
2021-11-21,347.46,346.05,344.79,344.04,348.86,350.12,350.87
2021-11-28,334.98,333.57,332.31,331.56,336.38,337.64,338.39
2021-12-05,324.99,323.59,322.33,321.58,326.4,327.66,328.41
2021-12-12,347.41,346.01,344.75,343.99,348.81,350.08,350.83
2021-12-19,324.09,322.69,321.43,320.67,325.49,326.76,327.51
2021-12-26,343.84,342.43,341.17,340.42,345.24,346.5,347.25
2022-01-02,338.77,337.37,336.11,335.35,340.17,341.44,342.19
2022-01-09,314.33,312.93,311.67,310.92,315.74,317.0,317.75
2022-01-16,304.06,302.66,301.39,300.64,305.46,306.72,307.48
2022-01-23,292.19,290.79,289.53,288.77,293.59,294.85,295.61
2022-01-30,306.62,305.22,303.96,303.2,308.02,309.28,310.04
2022-02-06,300.2,298.8,297.54,296.78,301.6,302.86,303.62
2022-02-13,294.67,293.27,292.01,291.25,296.07,297.33,298.09
2022-02-20,286.64,285.24,283.98,283.22,288.04,289.31,290.06
2022-02-27,294.92,293.52,292.26,291.51,296.33,297.59,298.34
2022-03-06,280.78,279.38,278.12,277.37,282.19,283.45,284.2
2022-03-13,275.85,274.45,273.18,272.43,277.25,278.51,279.27
2022-03-20,296.85,295.45,294.19,293.43,298.25,299.51,300.27
2022-03-27,305.13,303.73,302.47,301.71,306.53,307.79,308.55
2022-04-03,309.39,307.98,306.72,305.97,310.79,312.05,312.8
2022-04-10,286.79,285.38,284.12,283.37,288.19,289.45,290.2
2022-04-17,277.23,275.83,274.57,273.81,278.63,279.89,280.65
2022-04-24,275.71,274.3,273.04,272.29,277.11,278.37,279.12
2022-05-01,278.23,276.83,275.57,274.81,279.63,280.89,281.65
2022-05-08,265.97,264.57,263.3,262.55,267.37,268.63,269.39
2022-05-15,258.15,256.75,255.49,254.73,259.55,260.82,261.57
2022-05-22,253.38,251.97,250.71,249.96,254.78,256.04,256.79
2022-05-29,268.67,267.27,266.0,265.25,270.07,271.33,272.09
2022-06-05,266.83,265.43,264.17,263.41,268.23,269.49,270.25
2022-06-12,243.06,241.66,240.4,239.64,244.46,245.72,246.48
2022-06-19,247.17,245.77,244.51,243.75,248.57,249.83,250.59
2022-06-26,262.45,261.05,259.79,259.03,263.85,265.12,265.87
2022-07-03,256.39,254.99,253.73,252.97,257.79,259.05,259.81
2022-07-10,262.24,260.84,259.58,258.82,263.64,264.91,265.66
2022-07-17,252.18,250.78,249.51,248.76,253.58,254.84,255.6
2022-07-24,255.93,254.53,253.27,252.51,257.33,258.59,259.35
2022-07-31,275.45,274.05,272.79,272.03,276.85,278.11,278.87
2022-08-07,278.0,276.6,275.33,274.58,279.4,280.66,281.42
2022-08-14,289.81,288.41,287.15,286.39,291.21,292.48,293.23
2022-08-21,278.15,276.75,275.49,274.73,279.55,280.81,281.57
2022-08-28,263.9,262.5,261.24,260.48,265.3,266.56,267.32
2022-09-04,253.18,251.78,250.52,249.76,254.58,255.84,256.6
2022-09-11,263.59,262.19,260.93,260.17,264.99,266.26,267.01
2022-09-18,241.67,240.27,239.01,238.25,243.07,244.33,245.09
2022-09-25,236.14,234.74,233.47,232.72,237.54,238.8,239.56
2022-10-02,235.36,233.96,232.7,231.94,236.76,238.02,238.78
2022-10-09,229.06,227.66,226.4,225.64,230.46,231.72,232.48
2022-10-16,232.56,231.16,229.9,229.14,233.96,235.23,235.98
2022-10-23,242.2,240.8,239.53,238.78,243.6,244.86,245.62
2022-10-30,230.43,229.03,227.77,227.02,231.84,233.1,233.85
2022-11-06,221.68,220.28,219.02,218.26,223.08,224.34,225.1
2022-11-13,238.08,236.68,235.42,234.67,239.49,240.75,241.5
2022-11-20,236.41,235.01,233.75,232.99,237.81,239.07,239.83
2022-11-27,241.8,240.4,239.14,238.38,243.2,244.46,245.22
2022-12-04,249.2,247.8,246.54,245.78,250.6,251.87,252.62
2022-12-11,245.82,244.42,243.16,242.4,247.22,248.48,249.24
2022-12-18,239.11,237.71,236.44,235.69,240.51,241.77,242.53
2022-12-25,233.96,232.56,231.3,230.54,235.36,236.62,237.38
2023-01-01,236.13,234.73,233.47,232.71,237.53,238.79,239.55
2023-01-08,226.53,225.13,223.86,223.11,227.93,229.19,229.95
2023-01-15,239.94,238.54,237.28,236.52,241.34,242.61,243.36
2023-01-22,242.68,241.28,240.02,239.27,244.09,245.35,246.1
2023-01-29,245.34,243.94,242.68,241.92,246.74,248.0,248.76
2023-02-05,258.51,257.11,255.85,255.09,259.91,261.17,261.93
2023-02-12,267.39,265.99,264.73,263.97,268.79,270.05,270.81
2023-02-19,255.3,253.9,252.64,251.88,256.7,257.96,258.72
2023-02-26,250.96,249.56,248.3,247.55,252.37,253.63,254.38
2023-03-05,257.82,256.41,255.15,254.4,259.22,260.48,261.23
2023-03-12,250.84,249.44,248.18,247.42,252.24,253.51,254.26
2023-03-19,276.19,274.79,273.52,272.77,277.59,278.85,279.61
2023-03-26,278.25,276.85,275.59,274.83,279.65,280.91,281.67
2023-04-02,288.24,286.84,285.57,284.82,289.64,290.9,291.66
2023-04-09,289.34,287.93,286.67,285.92,290.74,292.0,292.75
2023-04-16,289.02,287.62,286.36,285.6,290.42,291.68,292.44
2023-04-23,282.9,281.5,280.24,279.48,284.3,285.56,286.32
2023-04-30,306.64,305.23,303.97,303.22,308.04,309.3,310.05
2023-05-07,308.06,306.66,305.39,304.64,309.46,310.72,311.48
2023-05-14,308.14,306.74,305.48,304.72,309.54,310.81,311.56
2023-05-21,319.64,318.24,316.97,316.22,321.04,322.3,323.06
2023-05-28,327.52,326.12,324.86,324.1,328.92,330.18,330.94
2023-06-04,340.17,338.77,337.51,336.75,341.57,342.83,343.59
2023-06-11,331.51,330.11,328.85,328.1,332.92,334.18,334.93
2023-06-18,346.19,344.79,343.52,342.77,347.59,348.85,349.61
2023-06-25,331.86,330.46,329.2,328.44,333.26,334.52,335.28
2023-07-02,349.52,348.12,346.86,346.1,350.92,352.18,352.94
2023-07-09,335.39,333.99,332.72,331.97,336.79,338.05,338.81
2023-07-16,355.53,354.13,352.87,352.11,356.93,358.19,358.95
2023-07-23,354.86,353.46,352.2,351.45,356.27,357.53,358.28
2023-07-30,353.12,351.72,350.46,349.7,354.52,355.78,356.54
2023-08-06,329.25,327.85,326.58,325.83,330.65,331.91,332.67
2023-08-13,325.03,323.63,322.37,321.61,326.43,327.69,328.45
2023-08-20,320.8,319.4,318.14,317.38,322.2,323.46,324.22
2023-08-27,322.94,321.54,320.28,319.53,324.35,325.61,326.36
2023-09-03,337.58,336.18,334.92,334.17,338.99,340.25,341.0
2023-09-10,339.79,338.39,337.13,336.37,341.19,342.45,343.21
2023-09-17,329.34,327.93,326.67,325.92,330.74,332.0,332.75
2023-09-24,322.6,321.2,319.94,319.18,324.0,325.26,326.02
2023-10-01,322.53,321.13,319.87,319.11,323.93,325.19,325.95
2023-10-08,328.7,327.29,326.03,325.28,330.1,331.36,332.11
2023-10-15,328.12,326.72,325.46,324.7,329.52,330.78,331.54
2023-10-22,329.13,327.73,326.47,325.71,330.53,331.8,332.55
2023-10-29,335.87,334.47,333.21,332.45,337.28,338.54,339.29
2023-11-05,353.79,352.39,351.13,350.37,355.19,356.45,357.21
2023-11-12,360.13,358.73,357.47,356.71,361.53,362.8,363.55
2023-11-19,364.66,363.26,362.0,361.24,366.06,367.33,368.08
2023-11-26,364.86,363.45,362.19,361.44,366.26,367.52,368.27
2023-12-03,364.02,362.62,361.35,360.6,365.42,366.68,367.44
2023-12-10,364.29,362.89,361.63,360.88,365.7,366.96,367.71
2023-12-17,364.88,363.48,362.22,361.46,366.28,367.54,368.3
2023-12-24,365.26,363.86,362.59,361.84,366.66,367.92,368.68
2023-12-31,365.33,363.93,362.67,361.91,366.73,368.0,368.75
2024-01-07,369.83,368.54,364.54,351.64,371.12,375.12,388.02
2024-01-14,370.56,367.19,364.42,362.58,373.93,376.7,378.53
2024-01-21,369.49,364.88,362.39,359.38,374.09,376.58,379.59
2024-01-28,366.04,364.11,351.18,349.98,367.98,380.91,382.11
2024-02-04,366.55,364.03,347.57,337.36,369.07,385.52,395.73
2024-02-11,368.51,363.68,344.03,340.31,373.33,392.98,396.71
2024-02-18,367.33,359.7,351.56,348.2,374.96,383.1,386.46
2024-02-25,366.53,359.59,354.06,344.01,373.46,379.0,389.05
2024-03-03,364.88,358.41,349.53,339.62,371.34,380.22,390.13
2024-03-10,366.71,358.53,349.2,320.52,374.89,384.22,412.89
2024-03-17,368.02,358.79,335.66,334.1,377.24,400.37,401.93
2024-03-24,369.01,362.24,345.03,333.41,375.77,392.99,404.6
2024-03-31,368.28,362.55,348.06,326.53,374.0,388.49,410.02
2024-04-07,367.54,359.64,323.2,319.57,375.45,411.88,415.52
2024-04-14,366.1,355.22,316.65,316.43,376.97,415.54,415.76
2024-04-21,367.28,357.13,322.15,316.86,377.43,412.41,417.71
2024-04-28,367.59,356.52,326.73,315.98,378.66,408.46,419.2
2024-05-05,368.66,355.69,330.41,304.59,381.63,406.91,432.73
2024-05-12,368.61,355.87,334.34,299.25,381.35,402.89,437.97
2024-05-19,368.87,355.61,332.5,296.9,382.13,405.24,440.83
2024-05-26,368.59,354.51,334.0,308.5,382.66,403.17,428.67
