Date,CLOSE,TimeGPT-lo-50,TimeGPT-lo-80,TimeGPT-lo-90,TimeGPT-hi-50,TimeGPT-hi-80,TimeGPT-hi-90
2016-08-17,59.19,57.55,56.08,55.2,60.83,62.3,63.18
2016-08-18,59.57,57.93,56.46,55.57,61.2,62.68,63.56
2016-08-19,59.06,57.42,55.95,55.07,60.7,62.17,63.05
2016-08-20,59.13,57.5,56.02,55.14,60.77,62.24,63.12
2016-08-21,59.2,57.56,56.08,55.2,60.83,62.31,63.19
2016-08-22,59.18,57.54,56.07,55.19,60.82,62.29,63.17
2016-08-23,58.58,56.94,55.47,54.59,60.22,61.69,62.57
2016-08-24,58.77,57.14,55.66,54.78,60.41,61.88,62.77
2016-08-25,58.56,56.92,55.45,54.56,60.19,61.67,62.55
2016-08-26,58.96,57.33,55.85,54.97,60.6,62.07,62.96
2016-08-27,58.97,57.33,55.86,54.98,60.6,62.08,62.96
2016-08-28,58.66,57.02,55.55,54.66,60.29,61.77,62.65
2016-08-29,58.56,56.93,55.45,54.57,60.2,61.67,62.56
2016-08-30,58.8,57.16,55.69,54.81,60.44,61.91,62.79
2016-08-31,59.1,57.47,55.99,55.11,60.74,62.21,63.09
2016-09-01,59.24,57.6,56.13,55.25,60.88,62.35,63.23
2016-09-02,59.19,57.55,56.08,55.2,60.83,62.3,63.18
2016-09-03,59.14,57.5,56.03,55.14,60.77,62.25,63.13
2016-09-04,59.11,57.47,56.0,55.12,60.75,62.22,63.1
2016-09-05,59.04,57.4,55.93,55.05,60.68,62.15,63.03
2016-09-06,58.78,57.15,55.67,54.79,60.42,61.89,62.78
2016-09-07,58.45,56.81,55.34,54.46,60.08,61.56,62.44
2016-09-08,58.71,57.08,55.6,54.72,60.35,61.82,62.7
2016-09-09,59.08,57.44,55.97,55.09,60.71,62.19,63.07
2016-09-10,58.91,57.28,55.8,54.92,60.55,62.02,62.91
2016-09-11,58.8,57.17,55.69,54.81,60.44,61.91,62.8
2016-09-12,58.67,57.04,55.56,54.68,60.31,61.78,62.67
2016-09-13,58.63,56.99,55.52,54.64,60.27,61.74,62.62
2016-09-14,58.6,56.97,55.49,54.61,60.24,61.71,62.6
2016-09-15,58.4,56.77,55.29,54.41,60.04,61.51,62.4
2016-09-16,57.27,55.64,54.16,53.28,58.91,60.38,61.27
2016-09-17,57.84,56.2,54.73,53.85,59.48,60.95,61.83
2016-09-18,57.78,56.14,54.67,53.79,59.42,60.89,61.77
2016-09-19,57.86,56.22,54.75,53.87,59.5,60.97,61.85
2016-09-20,57.19,55.55,54.08,53.2,58.83,60.3,61.18
2016-09-21,57.34,55.7,54.23,53.35,58.98,60.45,61.33
2016-09-22,58.21,56.57,55.1,54.22,59.84,61.32,62.2
2016-09-23,58.28,56.64,55.17,54.28,59.91,61.39,62.27
2016-09-24,58.02,56.38,54.91,54.03,59.66,61.13,62.01
2016-09-25,57.86,56.22,54.75,53.87,59.5,60.97,61.85
2016-09-26,57.66,56.03,54.55,53.67,59.3,60.77,61.65
2016-09-27,57.63,55.99,54.52,53.64,59.27,60.74,61.62
2016-09-28,58.51,56.88,55.4,54.52,60.15,61.62,62.51
2016-09-29,58.7,57.06,55.59,54.7,60.33,61.81,62.69
2016-09-30,58.43,56.79,55.32,54.43,60.06,61.54,62.42
2016-10-01,58.18,56.55,55.07,54.19,59.82,61.29,62.18
2016-10-02,58.08,56.44,54.97,54.09,59.72,61.19,62.07
2016-10-03,57.81,56.17,54.69,53.81,59.44,60.92,61.8
2016-10-04,58.78,57.14,55.67,54.79,60.42,61.89,62.77
2016-10-05,58.81,57.18,55.7,54.82,60.45,61.92,62.8
2016-10-06,58.17,56.53,55.06,54.18,59.81,61.28,62.16
2016-10-07,58.43,56.8,55.32,54.44,60.07,61.54,62.42
2016-10-08,58.42,56.79,55.31,54.43,60.06,61.53,62.42
2016-10-09,57.78,56.15,54.67,53.79,59.42,60.89,61.78
2016-10-10,57.49,55.85,54.38,53.5,59.12,60.6,61.48
2016-10-11,57.51,55.88,54.4,53.52,59.15,60.62,61.51
2016-10-12,57.79,56.16,54.68,53.8,59.43,60.9,61.79
2016-10-13,57.92,56.28,54.81,53.93,59.56,61.03,61.91
2016-10-14,58.25,56.61,55.14,54.26,59.89,61.36,62.24
2016-10-15,58.17,56.53,55.06,54.18,59.81,61.28,62.16
2016-10-16,58.38,56.75,55.27,54.39,60.02,61.49,62.38
2016-10-17,58.44,56.8,55.33,54.44,60.07,61.55,62.43
2016-10-18,57.57,55.94,54.46,53.58,59.21,60.68,61.57
2016-10-19,57.53,55.89,54.42,53.53,59.16,60.64,61.52
2016-10-20,57.9,56.26,54.79,53.91,59.54,61.01,61.89
2016-10-21,59.05,57.41,55.94,55.06,60.69,62.16,63.04
2016-10-22,59.48,57.84,56.37,55.49,61.12,62.59,63.47
2016-10-23,58.97,57.33,55.86,54.97,60.6,62.08,62.96
2016-10-24,58.67,57.04,55.56,54.68,60.31,61.78,62.67
2016-10-25,58.26,56.62,55.15,54.27,59.9,61.37,62.25
2016-10-26,58.03,56.39,54.92,54.04,59.66,61.14,62.02
2016-10-27,57.74,56.1,54.63,53.75,59.37,60.85,61.73
2016-10-28,60.33,58.69,57.22,56.34,61.97,63.44,64.32
2016-10-29,60.76,59.12,57.65,56.76,62.39,63.87,64.75
2016-10-30,61.24,59.6,58.13,57.24,62.87,64.35,65.23
2016-10-31,61.54,59.9,58.43,57.55,63.18,64.65,65.53
2016-11-01,61.24,59.6,58.13,57.24,62.87,64.35,65.23
2016-11-02,60.86,59.22,57.75,56.87,62.5,63.97,64.85
2016-11-03,60.32,58.68,57.21,56.32,61.95,63.43,64.31
2016-11-04,60.3,58.66,57.19,56.31,61.94,63.41,64.29
2016-11-05,60.42,58.78,57.31,56.43,62.06,63.53,64.41
2016-11-06,60.58,58.95,57.47,56.59,62.22,63.69,64.57
2016-11-07,60.47,58.84,57.36,56.48,62.11,63.58,64.46
2016-11-08,60.17,58.53,57.06,56.18,61.81,63.28,64.16
2016-11-09,60.08,58.44,56.97,56.09,61.72,63.19,64.07
2016-11-10,58.14,56.5,55.03,54.14,59.77,61.25,62.13
2016-11-11,59.64,58.01,56.53,55.65,61.28,62.76,63.64
2016-11-12,59.91,58.27,56.8,55.92,61.55,63.02,63.9
2016-11-13,60.57,58.93,57.46,56.58,62.21,63.68,64.56
2016-11-14,60.65,59.01,57.54,56.66,62.29,63.76,64.64
2016-11-15,61.37,59.73,58.26,57.37,63.0,64.48,65.36
2016-11-16,60.89,59.26,57.78,56.9,62.53,64.0,64.88
2016-11-17,59.58,57.94,56.47,55.59,61.22,62.69,63.57
2016-11-18,59.8,58.16,56.69,55.81,61.44,62.91,63.79
2016-11-19,59.55,57.92,56.44,55.56,61.19,62.66,63.54
2016-11-20,59.33,57.7,56.22,55.34,60.97,62.44,63.33
2016-11-21,58.82,57.19,55.71,54.83,60.46,61.93,62.82
2016-11-22,59.43,57.8,56.32,55.44,61.07,62.54,63.42
2016-11-23,60.35,58.71,57.24,56.36,61.98,63.46,64.34
2016-11-24,61.24,59.6,58.12,57.24,62.87,64.35,65.23
2016-11-25,60.93,59.29,57.82,56.94,62.57,64.04,64.92
2016-11-26,61.21,59.57,58.1,57.22,62.85,64.32,65.2
2016-11-27,61.38,59.74,58.26,57.38,63.01,64.49,65.37
2016-11-28,61.64,60.0,58.53,57.65,63.28,64.75,65.63
2016-11-29,61.84,60.2,58.73,57.85,63.48,64.95,65.83
2016-11-30,61.41,59.77,58.29,57.41,63.04,64.52,65.4
2016-12-01,61.07,59.44,57.96,57.08,62.71,64.18,65.07
2016-12-02,61.0,59.36,57.89,57.01,62.64,64.11,64.99
2016-12-03,61.46,59.82,58.35,57.46,63.09,64.57,65.45
2016-12-04,61.6,59.96,58.49,57.6,63.23,64.71,65.59
2016-12-05,61.56,59.92,58.45,57.57,63.2,64.67,65.55
2016-12-06,61.79,60.15,58.68,57.8,63.43,64.9,65.78
2016-12-07,61.24,59.6,58.13,57.24,62.87,64.35,65.23
2016-12-08,59.07,57.43,55.96,55.08,60.71,62.18,63.06
2016-12-09,59.25,57.61,56.13,55.25,60.88,62.36,63.24
2016-12-10,59.55,57.91,56.44,55.55,61.18,62.66,63.54
2016-12-11,59.89,58.26,56.78,55.9,61.53,63.01,63.89
2016-12-12,60.17,58.54,57.06,56.18,61.81,63.28,64.17
2016-12-13,60.54,58.9,57.43,56.55,62.18,63.65,64.53
2016-12-14,61.55,59.92,58.44,57.56,63.19,64.66,65.54
2016-12-15,61.08,59.44,57.97,57.09,62.72,64.19,65.07
2016-12-16,61.98,60.34,58.87,57.99,63.61,65.09,65.97
2016-12-17,62.04,60.41,58.93,58.05,63.68,65.15,66.03
2016-12-18,62.42,60.78,59.31,58.43,64.06,65.53,66.41
2016-12-19,62.51,60.87,59.4,58.51,64.14,65.62,66.5
2016-12-20,62.96,61.33,59.85,58.97,64.6,66.07,66.96
2016-12-21,62.53,60.89,59.42,58.54,64.17,65.64,66.52
2016-12-22,62.57,60.93,59.46,58.58,64.21,65.68,66.56
2016-12-23,62.21,60.57,59.1,58.22,63.85,65.32,66.2
2016-12-24,62.66,61.03,59.55,58.67,64.3,65.78,66.66
2016-12-25,63.1,61.47,59.99,59.11,64.74,66.22,67.1
2016-12-26,63.58,61.94,60.47,59.59,65.21,66.69,67.57
2016-12-27,63.46,61.83,60.35,59.47,65.1,66.57,67.46
2016-12-28,63.49,61.85,60.38,59.5,65.13,66.6,67.48
2016-12-29,63.48,61.84,60.36,59.48,65.11,66.59,67.47
2016-12-30,63.26,61.63,60.15,59.27,64.9,66.37,67.26
2016-12-31,63.28,61.64,60.17,59.29,64.92,66.39,67.27
2017-01-01,63.31,61.67,60.2,59.31,64.94,66.42,67.3
2017-01-02,63.31,61.67,60.2,59.31,64.94,66.42,67.3
2017-01-03,63.22,61.59,60.11,59.23,64.86,66.34,67.22
2017-01-04,62.94,61.3,59.83,58.94,64.57,66.05,66.93
2017-01-05,62.9,61.26,59.79,58.9,64.53,66.01,66.89
2017-01-06,62.1,60.46,58.99,58.11,63.74,65.21,66.09
2017-01-07,62.23,60.6,59.12,58.24,63.87,65.34,66.22
2017-01-08,62.38,60.74,59.27,58.39,64.02,65.49,66.37
2017-01-09,62.45,60.81,59.34,58.46,64.09,65.56,66.44
2017-01-10,62.34,60.71,59.23,58.35,63.98,65.45,66.34
2017-01-11,62.21,60.57,59.09,58.21,63.84,65.32,66.2
2017-01-12,62.26,60.62,59.15,58.26,63.89,65.37,66.25
2017-01-13,62.75,61.11,59.64,58.76,64.39,65.86,66.74
2017-01-14,62.7,61.07,59.59,58.71,64.34,65.81,66.7
2017-01-15,62.52,60.88,59.41,58.53,64.16,65.63,66.51
2017-01-16,62.6,60.97,59.49,58.61,64.24,65.71,66.6
2017-01-17,62.57,60.94,59.46,58.58,64.21,65.69,66.57
2017-01-18,63.14,61.5,60.03,59.15,64.78,66.25,67.13
2017-01-19,62.36,60.72,59.25,58.37,64.0,65.47,66.35
2017-01-20,62.83,61.19,59.72,58.84,64.46,65.94,66.82
2017-01-21,62.7,61.06,59.59,58.7,64.33,65.81,66.69
2017-01-22,62.61,60.97,59.5,58.61,64.24,65.72,66.6
2017-01-23,62.57,60.93,59.46,58.58,64.21,65.68,66.56
2017-01-24,62.49,60.86,59.38,58.5,64.13,65.6,66.49
2017-01-25,62.47,60.83,59.36,58.48,64.11,65.58,66.46
2017-01-26,62.6,60.96,59.49,58.61,64.24,65.71,66.59
2017-01-27,63.05,61.42,59.94,59.06,64.69,66.16,67.05
2017-01-28,63.27,61.63,60.16,59.28,64.9,66.38,67.26
2017-01-29,63.29,61.65,60.18,59.3,64.93,66.4,67.28
2017-01-30,63.17,61.54,60.06,59.18,64.81,66.28,67.17
2017-01-31,63.52,61.89,60.41,59.53,65.16,66.64,67.52
2017-02-01,64.01,62.37,60.9,60.01,65.64,67.12,68.0
2017-02-02,64.74,63.11,61.63,60.75,66.38,67.86,68.74
2017-02-03,65.92,64.28,62.81,61.93,67.56,69.03,69.91
2017-02-04,65.57,63.94,62.46,61.58,67.21,68.68,69.57
2017-02-05,65.25,63.61,62.13,61.25,66.88,68.36,69.24
2017-02-06,64.28,62.64,61.17,60.28,65.91,67.39,68.27
2017-02-07,63.83,62.19,60.72,59.83,65.46,66.94,67.82
2017-02-08,62.55,60.91,59.44,58.56,64.19,65.66,66.54
2017-02-09,62.46,60.83,59.35,58.47,64.1,65.57,66.46
2017-02-10,62.64,61.01,59.53,58.65,64.28,65.75,66.63
2017-02-11,62.88,61.24,59.77,58.88,64.51,65.99,66.87
2017-02-12,62.97,61.34,59.86,58.98,64.61,66.08,66.97
2017-02-13,62.87,61.23,59.76,58.87,64.5,65.98,66.86
2017-02-14,62.83,61.19,59.72,58.84,64.47,65.94,66.82
2017-02-15,62.46,60.83,59.35,58.47,64.1,65.57,66.46
2017-02-16,63.23,61.6,60.12,59.24,64.87,66.34,67.23
2017-02-17,63.32,61.69,60.21,59.33,64.96,66.43,67.31
2017-02-18,63.57,61.94,60.46,59.58,65.21,66.68,67.57
2017-02-19,63.86,62.22,60.75,59.86,65.49,66.97,67.85
2017-02-20,64.03,62.39,60.92,60.03,65.66,67.14,68.02
2017-02-21,64.0,62.36,60.89,60.0,65.63,67.11,67.99
2017-02-22,63.88,62.24,60.77,59.89,65.52,66.99,67.87
2017-02-23,63.89,62.25,60.78,59.9,65.53,67.0,67.88
2017-02-24,63.95,62.32,60.84,59.96,65.59,67.06,67.94
2017-02-25,63.87,62.24,60.76,59.88,65.51,66.98,67.87
2017-02-26,63.73,62.09,60.62,59.73,65.36,66.84,67.72
2017-02-27,63.85,62.22,60.74,59.86,65.49,66.96,67.85
2017-02-28,63.76,62.12,60.65,59.77,65.4,66.87,67.75
2017-03-01,63.71,62.07,60.6,59.71,65.34,66.82,67.7
2017-03-02,63.95,62.31,60.84,59.96,65.59,67.06,67.94
2017-03-03,63.62,61.98,60.51,59.62,65.25,66.73,67.61
2017-03-04,63.48,61.84,60.37,59.49,65.11,66.59,67.47
2017-03-05,63.45,61.81,60.33,59.45,65.08,66.56,67.44
2017-03-06,63.53,61.9,60.42,59.54,65.17,66.64,67.52
2017-03-07,63.05,61.41,59.94,59.05,64.68,66.16,67.04
2017-03-08,64.2,62.56,61.09,60.21,65.84,67.31,68.19
2017-03-09,63.27,61.63,60.16,59.28,64.91,66.38,67.26
2017-03-10,63.45,61.81,60.34,59.46,65.09,66.56,67.44
2017-03-11,63.46,61.82,60.35,59.47,65.09,66.57,67.45
2017-03-12,63.55,61.92,60.44,59.56,65.19,66.67,67.55
2017-03-13,63.61,61.98,60.5,59.62,65.25,66.73,67.61
2017-03-14,63.65,62.01,60.54,59.65,65.28,66.76,67.64
2017-03-15,64.34,62.71,61.23,60.35,65.98,67.45,68.33
2017-03-16,64.05,62.41,60.94,60.05,65.68,67.16,68.04
2017-03-17,64.37,62.73,61.25,60.37,66.0,67.48,68.36
2017-03-18,64.43,62.8,61.32,60.44,66.07,67.54,68.43
2017-03-19,64.21,62.58,61.1,60.22,65.85,67.32,68.21
2017-03-20,64.09,62.45,60.98,60.09,65.72,67.2,68.08
2017-03-21,63.89,62.25,60.78,59.89,65.52,67.0,67.88
2017-03-22,64.16,62.53,61.05,60.17,65.8,67.27,68.15
2017-03-23,64.03,62.4,60.92,60.04,65.67,67.14,68.03
2017-03-24,64.29,62.65,61.18,60.29,65.92,67.4,68.28
2017-03-25,64.28,62.64,61.17,60.29,65.92,67.39,68.27
2017-03-26,64.37,62.74,61.26,60.38,66.01,67.48,68.36
2017-03-27,64.21,62.57,61.1,60.21,65.84,67.32,68.2
2017-03-28,63.63,62.0,60.52,59.64,65.27,66.75,67.63
2017-03-29,64.36,62.72,61.25,60.37,66.0,67.47,68.35
2017-03-30,64.18,62.55,61.07,60.19,65.82,67.3,68.18
2017-03-31,64.6,62.97,61.49,60.61,66.24,67.71,68.6
2017-04-01,64.59,62.96,61.48,60.6,66.23,67.7,68.59
2017-04-02,64.57,62.93,61.46,60.58,66.21,67.68,68.56
2017-04-03,64.41,62.77,61.3,60.41,66.04,67.52,68.4
2017-04-04,64.72,63.09,61.61,60.73,66.36,67.83,68.72
2017-04-05,64.88,63.24,61.77,60.88,66.51,67.99,68.87
2017-04-06,64.89,63.26,61.78,60.9,66.53,68.0,68.89
2017-04-07,66.12,64.49,63.01,62.13,67.76,69.24,70.12
2017-04-08,66.04,64.4,62.93,62.05,67.68,69.15,70.03
2017-04-09,65.8,64.17,62.69,61.81,67.44,68.91,69.79
2017-04-10,65.74,64.1,62.63,61.75,67.38,68.85,69.73
2017-04-11,66.16,64.52,63.05,62.17,67.8,69.27,70.15
2017-04-12,65.79,64.16,62.68,61.8,67.43,68.9,69.79
2017-04-13,65.95,64.32,62.84,61.96,67.59,69.06,69.94
2017-04-14,65.81,64.18,62.7,61.82,67.45,68.92,69.81
2017-04-15,65.83,64.19,62.72,61.84,67.47,68.94,69.82
2017-04-16,65.82,64.19,62.71,61.83,67.46,68.93,69.81
2017-04-17,65.79,64.16,62.68,61.8,67.43,68.9,69.79
2017-04-18,65.92,64.28,62.81,61.93,67.56,69.03,69.91
2017-04-19,65.8,64.16,62.69,61.8,67.43,68.91,69.79
2017-04-20,65.49,63.85,62.38,61.5,67.13,68.6,69.48
2017-04-21,65.76,64.12,62.65,61.77,67.4,68.87,69.75
2017-04-22,65.9,64.27,62.79,61.91,67.54,69.01,69.89
2017-04-23,66.61,64.97,63.5,62.62,68.25,69.72,70.6
2017-04-24,66.84,65.2,63.73,62.85,68.48,69.95,70.83
2017-04-25,66.79,65.15,63.67,62.79,68.42,69.9,70.78
2017-04-26,66.2,64.56,63.09,62.21,67.84,69.31,70.19
2017-04-27,66.9,65.26,63.79,62.91,68.54,70.01,70.89
2017-04-28,67.8,66.16,64.69,63.81,69.44,70.91,71.79
2017-04-29,68.12,66.48,65.01,64.12,69.75,71.23,72.11
2017-04-30,68.5,66.86,65.39,64.51,70.14,71.61,72.49
2017-05-01,68.84,67.21,65.73,64.85,70.48,71.95,72.84
2017-05-02,68.87,67.23,65.76,64.88,70.51,71.98,72.86
2017-05-03,69.2,67.56,66.09,65.21,70.84,72.31,73.19
2017-05-04,69.03,67.39,65.92,65.03,70.66,72.14,73.02
2017-05-05,69.18,67.55,66.07,65.19,70.82,72.29,73.18
2017-05-06,69.47,67.84,66.36,65.48,71.11,72.58,73.47
2017-05-07,69.81,68.17,66.7,65.82,71.44,72.92,73.8
2017-05-08,69.96,68.32,66.85,65.97,71.6,73.07,73.95
2017-05-09,70.01,68.37,66.9,66.02,71.65,73.12,74.0
2017-05-10,69.56,67.93,66.45,65.57,71.2,72.67,73.56
2017-05-11,69.69,68.06,66.58,65.7,71.33,72.8,73.69
2017-05-12,69.42,67.78,66.31,65.43,71.05,72.53,73.41
2017-05-13,69.63,67.99,66.52,65.64,71.26,72.74,73.62
2017-05-14,69.72,68.09,66.61,65.73,71.36,72.83,73.72
2017-05-15,69.78,68.15,66.67,65.79,71.42,72.89,73.78
2017-05-16,70.12,68.48,67.01,66.13,71.76,73.23,74.11
2017-05-17,70.27,68.64,67.16,66.28,71.91,73.38,74.27
2017-05-18,69.28,67.65,66.17,65.29,70.92,72.39,73.28
2017-05-19,69.08,67.44,65.97,65.09,70.71,72.19,73.07
2017-05-20,68.95,67.32,65.84,64.96,70.59,72.06,72.94
2017-05-21,69.05,67.42,65.94,65.06,70.69,72.16,73.05
2017-05-22,69.05,67.42,65.94,65.06,70.69,72.16,73.05
2017-05-23,70.13,68.49,67.02,66.13,71.76,73.24,74.12
2017-05-24,68.29,66.65,65.18,64.3,69.93,71.4,72.28
2017-05-25,68.46,66.82,65.35,64.46,70.09,71.57,72.45
2017-05-26,68.65,67.01,65.54,64.65,70.28,71.76,72.64
2017-05-27,68.88,67.24,65.77,64.89,70.52,71.99,72.87
2017-05-28,69.03,67.4,65.92,65.04,70.67,72.14,73.03
2017-05-29,69.32,67.68,66.21,65.32,70.95,72.43,73.31
2017-05-30,69.57,67.93,66.46,65.57,71.2,72.68,73.56
2017-05-31,69.98,68.34,66.87,65.99,71.62,73.09,73.97
2017-06-01,70.6,68.96,67.49,66.61,72.24,73.71,74.59
2017-06-02,70.97,69.33,67.86,66.98,72.6,74.08,74.96
2017-06-03,71.07,69.43,67.96,67.07,72.7,74.18,75.06
2017-06-04,71.2,69.56,68.09,67.21,72.84,74.31,75.19
2017-06-05,71.49,69.85,68.38,67.5,73.13,74.6,75.48
2017-06-06,72.21,70.58,69.1,68.22,73.85,75.32,76.21
2017-06-07,71.18,69.55,68.07,67.19,72.82,74.29,75.18
2017-06-08,71.46,69.82,68.35,67.46,73.09,74.57,75.45
2017-06-09,71.54,69.91,68.43,67.55,73.18,74.65,75.54
2017-06-10,71.68,70.04,68.57,67.69,73.32,74.79,75.67
2017-06-11,72.0,70.37,68.89,68.01,73.64,75.11,76.0
2017-06-12,72.39,70.75,69.28,68.4,74.03,75.5,76.38
2017-06-13,73.66,72.03,70.55,69.67,75.3,76.77,77.66
2017-06-14,73.49,71.85,70.38,69.49,75.12,76.6,77.48
2017-06-15,73.18,71.54,70.07,69.19,74.82,76.29,77.17
2017-06-16,71.07,69.43,67.96,67.08,72.71,74.18,75.06
2017-06-17,71.1,69.47,67.99,67.11,72.74,74.21,75.1
2017-06-18,71.23,69.59,68.12,67.24,72.87,74.34,75.22
2017-06-19,71.16,69.53,68.05,67.17,72.8,74.27,75.16
2017-06-20,71.69,70.05,68.58,67.69,73.32,74.8,75.68
2017-06-21,71.37,69.73,68.26,67.37,73.0,74.48,75.36
2017-06-22,71.02,69.38,67.91,67.02,72.65,74.13,75.01
2017-06-23,71.15,69.51,68.04,67.15,72.78,74.26,75.14
2017-06-24,71.42,69.79,68.31,67.43,73.06,74.53,75.41
2017-06-25,71.69,70.06,68.58,67.7,73.33,74.8,75.69
2017-06-26,71.96,70.33,68.85,67.97,73.6,75.08,75.96
2017-06-27,70.99,69.36,67.88,67.0,72.63,74.1,74.99
2017-06-28,71.3,69.66,68.19,67.3,72.93,74.41,75.29
2017-06-29,71.5,69.86,68.39,67.51,73.14,74.61,75.49
2017-06-30,72.22,70.58,69.11,68.23,73.86,75.33,76.21
2017-07-01,71.9,70.26,68.78,67.9,73.53,75.01,75.89
2017-07-02,71.7,70.07,68.59,67.71,73.34,74.81,75.69
2017-07-03,71.44,69.8,68.33,67.45,73.07,74.55,75.43
2017-07-04,70.04,68.4,66.93,66.05,71.68,73.15,74.03
2017-07-05,70.84,69.2,67.72,66.84,72.47,73.95,74.83
2017-07-06,69.42,67.78,66.31,65.43,71.06,72.53,73.41
2017-07-07,69.62,67.98,66.51,65.62,71.25,72.73,73.61
2017-07-08,69.42,67.78,66.31,65.43,71.06,72.53,73.41
2017-07-09,69.27,67.64,66.16,65.28,70.91,72.38,73.27
2017-07-10,69.07,67.43,65.96,65.07,70.7,72.18,73.06
2017-07-11,69.3,67.66,66.19,65.31,70.94,72.41,73.29
2017-07-12,69.84,68.2,66.73,65.85,71.47,72.95,73.83
2017-07-13,69.59,67.95,66.48,65.6,71.23,72.7,73.58
2017-07-14,70.47,68.83,67.36,66.48,72.1,73.58,74.46
2017-07-15,70.62,68.99,67.51,66.63,72.26,73.73,74.62
2017-07-16,70.85,69.22,67.74,66.86,72.49,73.96,74.85
2017-07-17,71.02,69.38,67.91,67.03,72.66,74.13,75.01
2017-07-18,71.05,69.42,67.94,67.06,72.69,74.16,75.05
2017-07-19,72.23,70.6,69.12,68.24,73.87,75.34,76.23
2017-07-20,72.85,71.22,69.74,68.86,74.49,75.96,76.84
2017-07-21,73.53,71.89,70.42,69.53,75.16,76.64,77.52
2017-07-22,73.82,72.19,70.71,69.83,75.46,76.93,77.81
2017-07-23,73.99,72.36,70.88,70.0,75.63,77.1,77.99
2017-07-24,73.99,72.35,70.88,70.0,75.63,77.1,77.98
2017-07-25,74.01,72.37,70.9,70.02,75.65,77.12,78.0
2017-07-26,74.54,72.9,71.43,70.55,76.18,77.65,78.53
2017-07-27,75.08,73.45,71.97,71.09,76.72,78.19,79.08
2017-07-28,74.14,72.51,71.03,70.15,75.78,77.25,78.13
2017-07-29,74.29,72.66,71.18,70.3,75.93,77.4,78.28
2017-07-30,74.24,72.6,71.13,70.25,75.88,77.35,78.23
2017-07-31,74.36,72.72,71.25,70.36,75.99,77.47,78.35
2017-08-01,74.81,73.18,71.7,70.82,76.45,77.92,78.81
2017-08-02,74.68,73.05,71.57,70.69,76.32,77.79,78.67
2017-08-03,73.4,71.77,70.29,69.41,75.04,76.52,77.4
2017-08-04,73.73,72.1,70.62,69.74,75.37,76.84,77.73
2017-08-05,71.85,70.21,68.74,67.86,73.48,74.96,75.84
2017-08-06,71.67,70.03,68.55,67.67,73.3,74.78,75.66
2017-08-07,71.26,69.62,68.15,67.27,72.89,74.37,75.25
2017-08-08,71.73,70.1,68.62,67.74,73.37,74.84,75.73
2017-08-09,71.26,69.63,68.15,67.27,72.9,74.38,75.26
2017-08-10,71.24,69.6,68.13,67.25,72.87,74.35,75.23
2017-08-11,71.76,70.13,68.65,67.77,73.4,74.87,75.75
2017-08-12,71.63,69.99,68.52,67.64,73.27,74.74,75.62
2017-08-13,71.51,69.88,68.4,67.52,73.15,74.62,75.51
2017-08-14,71.35,69.72,68.24,67.36,72.99,74.46,75.35
2017-08-15,71.72,70.08,68.61,67.73,73.36,74.83,75.71
2017-08-16,71.18,69.54,68.07,67.18,72.81,74.29,75.17
2017-08-17,70.36,68.72,67.25,66.37,71.99,73.47,74.35
2017-08-18,71.43,69.8,68.32,67.44,73.07,74.54,75.42
2017-08-19,71.62,69.99,68.51,67.63,73.26,74.73,75.62
2017-08-20,71.99,70.35,68.88,68.0,73.63,75.1,75.98
2017-08-21,72.24,70.61,69.13,68.25,73.88,75.35,76.24
2017-08-22,72.11,70.47,69.0,68.11,73.74,75.22,76.1
2017-08-23,72.52,70.88,69.41,68.52,74.15,75.63,76.51
2017-08-24,71.15,69.52,68.04,67.16,72.79,74.26,75.15
2017-08-25,71.5,69.86,68.39,67.51,73.14,74.61,75.49
2017-08-26,71.35,69.71,68.24,67.36,72.99,74.46,75.34
2017-08-27,71.22,69.58,68.11,67.23,72.85,74.33,75.21
2017-08-28,71.09,69.45,67.98,67.09,72.72,74.2,75.08
2017-08-29,72.07,70.44,68.96,68.08,73.71,75.18,76.06
2017-08-30,71.46,69.82,68.35,67.47,73.1,74.57,75.45
2017-08-31,71.79,70.15,68.68,67.8,73.42,74.9,75.78
2017-09-01,71.89,70.25,68.78,67.9,73.53,75.0,75.88
2017-09-02,71.85,70.22,68.74,67.86,73.49,74.96,75.85
2017-09-03,71.89,70.26,68.78,67.9,73.53,75.0,75.88
2017-09-04,71.95,70.31,68.84,67.96,73.59,75.06,75.94
2017-09-05,72.16,70.52,69.05,68.16,73.79,75.27,76.15
2017-09-06,72.82,71.18,69.71,68.83,74.46,75.93,76.81
2017-09-07,73.9,72.26,70.79,69.9,75.53,77.01,77.89
2017-09-08,73.27,71.63,70.16,69.28,74.9,76.38,77.26
2017-09-09,73.25,71.61,70.14,69.26,74.89,76.36,77.24
2017-09-10,73.03,71.39,69.92,69.04,74.67,76.14,77.02
2017-09-11,72.96,71.33,69.85,68.97,74.6,76.07,76.96
2017-09-12,73.01,71.37,69.9,69.02,74.65,76.12,77.0
2017-09-13,72.77,71.13,69.66,68.77,74.4,75.88,76.76
2017-09-14,73.79,72.16,70.68,69.8,75.43,76.9,77.79
2017-09-15,73.77,72.13,70.66,69.78,75.4,76.88,77.76
2017-09-16,74.27,72.63,71.16,70.28,75.91,77.38,78.26
2017-09-17,74.43,72.79,71.32,70.44,76.07,77.54,78.42
